ID,gender,age,dress,height,frames,test
8131,M,35,0,312,48,False
8132,M,9,0,229,78,True
8133,F,11,0,260,86,False
8134,F,21,1,298,63,True
8135,F,21,0,290,73,False
8136,F,21,0,272,77,True
8137,M,26,0,286,76,False
8138,F,26,1,281,79,True
8139,M,57,0,297,71,False
8140,F,11,0,249,79,True
8141,F,50,0,277,85,False
8142,F,30,1,275,107,True
8143,M,31,0,305,73,False
8144,M,22,0,313,76,True
8145,M,26,0,316,89,False
8146,F,20,1,277,69,True
8147,F,21,0,274,88,False
8148,F,21,0,271,89,True
8149,F,6,0,216,88,False
8150,F,12,0,275,88,True
8151,F,47,0,277,74,False
8152,M,33,0,289,71,True
8153,F,32,0,289,102,False
8154,M,40,0,315,69,True
8155,M,-,0,322,80,False
8156,M,10,0,255,80,True
8157,M,27,0,321,90,False
8158,F,27,1,292,81,True
8159,M,25,0,307,90,False
8160,F,21,1,268,97,True
8161,F,22,0,285,78,False
8162,F,21,0,275,89,True
8163,M,47,0,287,87,False
8164,F,7,0,197,65,True
8165,M,40,0,296,75,False
8166,M,6,0,216,72,True
8167,M,21,0,306,69,False
8168,M,22,0,0,82,True
8169,F,41,0,287,87,False
8170,M,27,0,320,85,True
8171,M,44,0,288,81,False
8172,F,27,1,283,82,True
8173,F,55,0,274,90,False
8174,F,30,1,292,71,True
8175,F,6,0,200,68,False
8176,F,53,0,290,87,True
8177,F,55,0,263,91,False
8178,F,58,0,277,101,True
8179,M,25,0,310,96,False
8180,F,29,1,271,80,True
8181,F,23,0,268,72,False
8182,M,41,0,0,0,True
8183,M,21,0,321,81,False
8184,F,8,0,240,78,True
8185,M,22,0,320,72,False
8186,M,5,0,282,91,True
8187,M,21,0,286,82,False
8188,M,20,0,304,80,True
8189,M,22,0,287,94,False
8190,M,22,0,296,85,True
8191,F,21,0,283,66,False
8192,F,21,1,282,85,True
8193,M,24,0,295,79,False
8194,M,22,0,300,73,True
8195,F,21,0,269,88,False
8196,F,7,1,218,94,True
8197,F,32,0,288,75,False
8198,F,37,0,278,81,True
8199,F,54,0,263,86,False
8200,M,21,0,327,71,True
8201,M,21,0,302,85,False
8202,F,21,1,287,78,True
8203,M,22,0,311,92,False
8204,F,21,0,291,85,True
8205,M,34,0,308,76,False
8206,F,20,1,284,93,True
8207,F,20,0,270,101,False
8208,M,23,0,299,102,True
8209,M,32,0,298,74,False
8210,M,30,0,335,90,True
8211,M,27,0,299,58,False
8212,M,69,0,318,106,True
8213,F,30,0,278,95,False
8214,F,42,0,285,72,True
8215,F,56,0,284,72,False
8216,M,25,0,285,94,True
8217,F,3,0,0,0,False
8218,F,41,0,265,83,True
8219,M,36,0,309,74,False
8220,M,48,0,291,74,True
8221,F,20,0,268,95,False
8222,F,15,0,272,87,True
8223,F,16,0,269,71,False
8224,F,43,0,281,75,True
8225,M,48,0,299,81,False
8226,M,24,0,323,61,True
8227,F,46,0,273,84,False
8228,F,23,1,286,81,True
8229,F,51,0,254,55,False
8230,F,22,0,293,72,True
8231,M,50,0,315,78,False
8232,M,6,0,206,84,True
8233,M,35,0,302,66,False
8234,M,5,0,194,78,True
8235,M,10,0,239,80,False
8236,M,23,0,316,63,True
8237,M,27,0,290,68,False
8238,F,21,1,283,98,True
8239,M,6,0,189,85,False
8240,M,11,0,254,73,True
8241,F,9,0,249,78,False
8242,M,34,0,313,75,True
8243,M,43,0,306,69,False
8244,M,7,0,220,106,True
8245,M,39,0,347,63,False
8246,M,45,0,316,87,True
8247,M,31,0,292,88,False
8248,F,74,1,273,76,True
8249,F,30,0,278,82,False
8250,M,9,0,234,74,True
8251,F,34,0,288,76,False
8252,F,43,0,280,76,True
8253,F,39,0,272,87,False
8254,M,7,0,220,70,True
8255,F,40,0,290,86,False
8256,F,36,0,293,80,True
8257,M,19,0,326,85,False
8258,M,3,0,159,50,True
8259,F,34,0,278,65,False
8260,F,20,1,283,86,True
8261,M,30,0,307,71,False
8262,M,5,0,321,71,True
8263,F,8,0,225,77,False
8264,M,36,0,209,71,True
8265,F,31,0,280,89,False
8266,F,31,1,279,74,True
8267,M,36,0,315,71,False
8268,M,24,0,326,78,True
8269,F,24,0,273,87,False
8270,F,48,1,281,75,True
8271,F,-,0,0,0,False
8272,M,30,0,314,68,True
8273,F,20,0,277,68,False
8274,F,30,0,292,70,True
8275,M,19,0,0,0,False
8276,M,24,0,310,84,True
8277,F,24,0,0,0,False
8278,M,39,0,281,75,True
8279,F,33,0,280,68,False
8280,M,27,0,303,79,True
8281,F,32,0,289,74,False
8282,F,20,1,282,85,True
8283,M,27,0,305,74,False
8284,F,20,1,259,76,True
8285,M,30,0,307,85,False
8286,F,29,1,304,71,True
8287,M,39,0,309,89,False
8288,F,43,0,273,81,True
8289,M,42,0,192,102,False
8290,M,10,0,223,83,True
8291,M,32,0,291,89,False
8292,M,29,0,298,89,True
8293,M,30,0,328,81,False
8294,M,13,0,285,102,True
8295,F,42,0,271,80,False
8296,M,43,0,300,68,True
8297,F,-,0,319,82,False
8298,M,5,0,187,81,True
8299,M,32,0,316,91,False
8300,M,35,0,296,90,True
8301,M,9,0,218,95,False
8302,F,42,0,278,88,True
8303,F,44,0,277,47,False
8304,F,70,0,274,76,True
8305,M,72,0,287,73,False
8306,F,40,0,274,80,True
8307,M,8,0,255,49,False
8308,M,-,0,303,66,True
8309,M,43,0,314,72,False
8310,F,13,0,265,96,True
8311,F,8,0,223,55,False
8312,M,33,0,297,65,True
8313,F,33,0,284,76,False
8314,F,11,0,272,71,True
8315,F,42,0,278,61,False
8316,F,68,0,252,75,True
8317,F,42,0,259,70,False
8318,M,68,0,0,72,True
8319,M,10,0,242,54,False
8320,F,40,1,261,65,True
8321,M,8,0,236,46,False
8322,F,38,1,291,91,True
8323,F,10,0,240,89,False
8324,F,54,0,282,81,True
8325,M,7,0,199,91,False
8326,F,45,1,284,63,True
8327,F,8,0,212,85,False
8328,F,36,0,268,60,True
8329,M,47,0,307,88,False
8330,F,28,1,276,87,True
8331,F,27,0,276,86,False
8332,F,26,0,0,0,True
8333,M,6,0,239,67,False
8334,M,11,0,263,83,True
8335,F,45,0,287,59,False
8336,M,41,0,304,75,True
8337,F,26,0,279,92,False
8338,M,26,0,306,77,True
8339,M,39,0,298,86,False
8340,M,55,0,306,88,True
8341,M,9,0,243,88,False
8342,M,54,0,315,59,True
8343,F,9,0,250,48,False
8344,F,45,0,295,86,True
8345,M,11,0,242,86,False
8346,F,38,1,258,66,True
8347,F,29,0,289,67,False
8348,M,26,0,290,64,True
8349,M,28,0,309,50,False
8350,M,7,0,205,71,True
8351,M,35,0,304,75,False
8352,M,9,0,249,83,True
8353,F,37,0,288,52,False
8354,F,8,0,209,64,True
8355,F,-,0,285,79,False
8356,M,43,0,306,82,True
8357,M,50,0,313,77,False
8358,M,53,0,278,65,True
8359,F,52,0,266,74,False
8360,M,40,0,298,75,True
8361,M,7,0,213,67,False
8362,M,5,0,191,80,True
8363,F,10,0,240,60,False
8364,F,44,0,272,68,True
8365,M,48,0,313,79,False
8366,M,18,0,318,85,True
8367,F,19,0,273,76,False
8368,F,8,0,227,77,True
8369,M,10,0,233,87,False
8370,M,13,0,266,79,True
8371,M,11,0,243,71,False
8372,M,45,0,317,60,True
8373,F,45,0,270,73,False
8374,F,28,0,298,87,True
8375,M,32,0,321,93,False
8376,M,8,0,232,75,True
8377,M,41,0,315,76,False
8378,M,8,0,218,94,True
8379,F,23,0,267,76,False
8380,M,23,0,307,66,True
8381,F,42,0,280,84,False
8382,F,25,1,290,78,True
8383,F,25,0,284,67,False
8384,M,48,0,292,77,True
8385,M,7,0,206,81,False
8386,F,8,0,218,56,True
8387,M,38,0,299,76,False
8388,F,7,1,222,86,True
8389,F,18,0,286,64,False
8390,M,21,0,294,59,True
8391,F,20,0,285,96,False
8392,F,20,1,272,67,True
8393,F,42,0,274,76,False
8394,F,31,1,269,72,True
8395,M,47,0,315,70,False
8396,M,21,0,309,78,True
8397,F,19,0,255,77,False
8398,M,-,0,285,49,True
8399,F,7,0,211,87,False
8400,F,29,1,271,87,True
8401,M,5,0,185,105,False
8402,M,39,0,295,71,True
8403,M,9,0,220,76,False
8404,F,60,1,295,74,True
8405,M,49,0,310,73,False
8406,M,15,0,287,67,True
8407,F,39,0,276,92,False
8408,F,41,0,293,74,True
8409,M,44,0,295,64,False
8410,F,21,1,294,47,True
8411,F,51,0,298,89,False
8412,M,11,0,282,60,True
8413,M,9,0,241,91,False
8414,F,5,1,175,66,True
8415,F,39,0,290,75,False
8416,F,13,1,268,44,True
8417,F,42,0,293,87,False
8418,F,21,0,274,78,True
8419,M,21,0,316,82,False
8420,M,7,0,222,91,True
8421,F,40,0,276,50,False
8422,F,30,1,284,64,True
8423,F,57,0,279,74,False
8424,M,37,0,320,80,True
8425,M,42,0,303,73,False
8426,M,57,0,309,70,True
8427,M,45,0,312,80,False
8428,M,31,0,323,85,True
8429,M,32,0,286,72,False
8430,F,44,1,278,76,True
8431,M,40,0,302,80,False
8432,F,8,1,211,88,True
8433,M,3,0,165,75,False
8434,M,5,0,190,73,True
8435,M,25,0,315,75,False
8436,M,26,0,290,81,True
8437,M,9,0,227,82,False
8438,M,30,0,299,78,True
8439,M,40,0,287,70,False
8440,M,7,0,203,74,True
8441,F,30,0,265,83,False
8442,M,61,0,282,78,True
8443,F,61,0,274,70,False
8444,F,4,1,176,78,True
8445,F,11,0,253,68,False
8446,F,25,0,283,79,True
8447,M,36,0,287,76,False
8448,M,8,0,230,80,True
8449,F,32,0,272,88,False
8450,F,13,0,265,78,True
8451,F,39,0,282,70,False
8452,M,8,0,223,93,True
8453,M,10,0,240,95,False
8454,F,37,0,281,75,True
8455,F,30,0,289,72,False
8456,M,43,0,266,89,True
8457,M,48,0,290,98,False
8458,F,11,0,245,81,True
8459,F,45,0,266,84,False
8460,M,26,0,320,80,True
8461,F,26,0,278,71,False
8462,M,10,0,240,68,True
8463,M,47,0,297,73,False
8464,F,36,1,304,79,True
8465,F,21,0,282,68,False
8466,F,7,1,229,75,True
8467,M,-,0,292,68,False
8468,F,42,1,276,85,True
8469,F,6,0,183,84,False
8470,M,9,0,252,88,True
8471,F,9,0,230,96,False
8472,F,42,0,296,87,True
8473,M,36,0,287,68,False
8474,M,21,0,286,66,True
8475,F,38,0,259,69,False
8476,M,9,0,223,89,True
8477,F,4,0,167,94,False
8478,F,38,0,269,83,True
8479,M,36,0,326,77,False
8480,M,65,0,314,93,True
8481,F,64,0,279,79,False
8482,F,7,0,214,116,True
8483,M,21,0,298,83,False
8484,M,25,0,318,82,True
8485,F,41,0,269,68,False
8486,F,25,1,281,82,True
8487,F,32,0,275,93,False
8488,M,14,0,276,79,True
8489,M,41,0,312,83,False
8490,F,26,0,278,71,True
8491,F,55,0,267,60,False
8492,M,12,0,236,60,True
8493,M,25,0,301,55,False
8494,M,10,0,297,75,True
8495,F,35,0,285,87,False
8496,F,36,0,275,64,True
8497,M,42,0,278,87,False
8498,F,20,0,0,0,True
8499,M,41,0,306,50,False
8500,M,21,0,292,96,True
8501,F,25,0,274,84,False
8502,F,31,1,269,95,True
8503,M,26,0,321,50,False
8504,F,9,0,227,77,True
8505,M,23,0,317,72,False
8506,M,23,0,287,70,True
8507,F,19,0,263,92,False
8508,F,19,1,266,87,True
8509,F,8,0,207,80,False
8510,M,27,0,298,82,True
8511,M,6,0,210,110,False
8512,M,27,0,294,73,True
8513,M,46,0,297,68,False
8514,F,29,1,279,91,True
8515,M,35,0,317,76,False
8516,M,5,0,191,85,True
8517,M,23,0,313,63,False
8518,M,31,0,311,72,True
8519,F,25,0,305,81,False
8520,F,32,1,261,74,True
8521,M,36,0,290,74,False
8522,F,26,0,269,74,True
8523,M,26,0,315,73,False
8524,F,39,1,279,66,True
8525,F,42,0,283,87,False
8526,F,13,0,271,68,True
8527,F,12,0,278,70,False
8528,F,66,0,257,84,True
8529,M,11,0,244,68,False
8530,F,40,1,285,96,True
8531,M,39,0,322,69,False
8532,M,21,0,303,73,True
8533,F,25,0,270,85,False
8534,F,-,1,267,78,True
8535,M,25,0,300,98,False
8536,F,23,0,281,87,True
8537,M,24,0,321,61,False
8538,M,24,0,319,69,True
8539,M,24,0,296,74,False
8540,F,20,1,282,89,True
8541,M,9,0,219,66,False
8542,F,-,1,282,64,True
8543,F,-,0,237,87,False
8544,F,42,1,272,80,True
8545,F,26,0,291,74,False
8546,M,25,0,281,67,True
8547,F,61,0,255,98,False
8548,M,60,0,294,85,True
8549,M,21,0,323,91,False
8550,F,25,1,275,69,True
8551,M,5,0,185,84,False
8552,M,24,0,326,76,True
8553,M,6,0,211,70,False
8554,F,34,1,301,81,True
8555,M,61,0,324,67,False
8556,M,10,0,251,40,True
8557,M,51,0,301,69,False
8558,M,58,0,306,84,True
8559,F,48,0,273,80,False
8560,F,11,1,258,61,True
8561,F,45,0,277,73,False
8562,M,6,0,190,82,True
8563,M,6,0,196,90,False
8564,F,44,1,291,65,True
8565,F,31,0,278,91,False
8566,F,25,0,275,88,True
8567,M,31,0,316,78,False
8568,F,22,1,267,69,True
8569,M,6,0,191,118,False
8570,M,9,0,250,100,True
8571,M,34,0,307,84,False
8572,F,43,0,299,83,True
8573,F,34,0,289,74,False
8574,M,14,0,279,72,True
8575,F,44,0,290,60,False
8576,F,20,0,283,78,True
8577,M,48,0,315,81,False
8578,M,58,0,311,75,True
8579,F,9,0,227,73,False
8580,F,10,0,247,77,True
8581,M,46,0,312,75,False
8582,F,6,1,205,89,True
8583,F,41,0,286,69,False
8584,F,11,0,272,68,True
8585,M,42,0,316,66,False
8586,F,48,1,278,71,True
8587,M,10,0,226,88,False
8588,M,49,0,290,67,True
8589,F,40,0,267,74,False
8590,M,12,0,285,79,True
8591,F,43,0,272,68,False
8592,F,6,0,199,107,True
8593,M,37,0,309,76,False
8594,F,41,1,273,74,True
8595,F,10,0,241,51,False
8596,M,7,0,207,64,True
8597,F,35,0,273,75,False
8598,M,42,0,297,74,True
8599,M,7,0,219,95,False
8600,M,7,0,203,83,True
8601,F,42,0,289,75,False
8602,M,37,0,293,56,True
8603,F,21,0,265,81,False
8604,F,22,1,300,73,True
8605,F,36,0,289,63,False
8606,M,6,0,207,54,True
8607,M,9,0,228,83,False
8608,F,46,1,271,85,True
8609,F,40,0,265,86,False
8610,F,11,1,261,73,True
8611,F,72,0,261,71,False
8612,M,15,0,280,78,True
8613,M,54,0,292,67,False
8614,F,27,1,268,89,True
8615,M,9,0,236,77,False
8616,M,26,0,321,83,True
8617,M,46,0,300,69,False
8618,F,7,0,210,92,True
8619,M,39,0,299,98,False
8620,F,29,0,278,74,True
8621,M,31,0,296,64,False
8622,F,9,0,228,84,True
8623,M,45,0,281,80,False
8624,F,45,1,276,74,True
8625,F,64,0,279,81,False
8626,M,68,0,316,86,True
8627,F,26,0,287,88,False
8628,M,59,0,304,77,True
8629,M,27,0,308,73,False
8630,F,59,0,275,88,True
8631,M,9,0,254,88,False
8632,M,29,0,291,60,True
8633,F,57,0,267,76,False
8634,F,7,1,215,109,True
8635,M,7,0,199,71,False
8636,M,45,0,300,76,True
8637,F,42,0,271,79,False
8638,M,11,0,244,85,True
8639,M,11,0,251,67,False
8640,M,43,0,306,81,True
8641,M,9,0,240,61,False
8642,M,33,0,314,86,True
8643,F,31,0,289,83,False
8644,M,35,0,302,79,True
8645,F,45,0,282,79,False
8646,M,45,0,312,84,True
8647,M,5,0,199,93,False
8648,F,11,0,262,76,True
8649,M,27,0,308,91,False
8650,F,38,0,292,56,True
8651,F,26,0,273,80,False
8652,M,44,0,303,81,True
8653,M,30,0,299,55,False
8654,M,10,0,229,76,True
8655,M,28,0,315,91,False
8656,F,34,1,291,73,True
8657,F,9,0,235,68,False
8658,F,45,0,266,74,True
8659,M,10,0,271,73,False
8660,M,7,0,205,71,True
8661,F,40,0,288,66,False
8662,M,21,0,316,104,True
8663,F,29,0,305,71,False
8664,F,21,1,290,79,True
8665,M,28,0,323,77,False
8666,M,38,0,297,78,True
8667,F,24,0,286,98,False
8668,F,39,1,271,93,True
8669,M,47,0,326,85,False
8670,F,25,1,290,72,True
8671,M,10,0,236,70,False
8672,M,23,0,318,74,True
8673,M,7,0,221,64,False
8674,F,31,1,268,77,True
8675,M,12,0,279,97,False
8676,F,26,1,274,79,True
8677,F,59,0,287,76,False
8678,M,22,0,292,77,True
8679,M,55,0,291,61,False
8680,F,-,1,269,65,True
8681,F,-,0,246,91,False
8682,F,10,1,238,67,True
8683,F,-,0,280,79,False
8684,M,-,0,213,78,True
8685,F,9,0,198,71,False
8686,F,-,0,240,72,True
8687,F,45,0,274,63,False
8688,F,72,0,270,107,True
8689,F,39,0,293,79,False
8690,F,-,0,276,81,True
8691,M,41,0,315,87,False
8692,M,-,0,288,87,True
8693,F,6,0,198,101,False
8694,F,21,1,290,80,True
8695,M,7,0,207,72,False
8696,M,9,0,229,89,True
8697,M,44,0,293,81,False
8698,F,38,0,264,96,True
8699,M,4,0,175,91,False
8700,M,51,0,310,62,True
8701,F,9,0,220,75,False
8702,F,24,0,283,64,True
8703,F,38,0,292,71,False
8704,M,22,0,309,70,True
8705,M,6,0,193,90,False
8706,M,22,0,314,73,True
8707,M,29,0,306,64,False
8708,M,-,0,303,75,True
8709,M,41,0,298,86,False
8710,F,41,1,281,79,True
8711,F,24,0,286,92,False
8712,F,10,0,247,86,True
8713,F,7,0,178,105,False
8714,F,42,1,274,87,True
8715,M,9,0,245,71,False
8716,M,44,0,314,59,True
8717,F,42,0,285,71,False
8718,F,-,1,167,89,True
8719,F,46,0,272,101,False
8720,F,8,1,232,71,True
8721,M,47,0,304,63,False
8722,M,43,0,289,80,True
8723,M,45,0,305,77,False
8724,F,11,0,267,67,True
8725,F,42,0,287,67,False
8726,M,9,0,248,74,True
8727,M,6,0,229,86,False
8728,F,6,1,203,82,True
8729,M,37,0,311,82,False
8730,F,38,0,268,87,True
8731,M,12,0,279,82,False
8732,F,37,1,270,73,True
8733,M,11,0,254,79,False
8734,F,8,1,204,89,True
8735,M,47,0,305,76,False
8736,M,21,0,293,64,True
8737,M,26,0,309,88,False
8738,F,31,1,283,57,True
8739,F,26,0,288,90,False
8740,F,26,1,285,77,True
8741,F,23,0,289,76,False
8742,M,23,0,321,75,True
8743,F,59,0,262,73,False
8744,F,69,0,271,78,True
8745,F,72,0,273,81,False
8746,F,69,1,265,81,True
8747,F,68,0,286,78,False
8748,F,7,1,217,89,True
8749,M,22,0,327,85,False
8750,F,21,0,0,0,True
8751,F,43,0,270,72,False
8752,F,4,1,173,88,True
8753,M,38,0,289,76,False
8754,F,22,1,290,74,True
8755,M,24,0,334,75,False
8756,M,41,0,323,72,True
8757,F,25,0,273,77,False
8758,M,24,0,329,87,True
8759,M,9,0,226,99,False
8760,M,25,0,278,74,True
8761,F,24,0,261,103,False
8762,M,24,0,310,79,True
8763,M,24,0,294,88,False
8764,F,23,1,278,84,True
8765,M,23,0,304,72,False
8766,F,27,1,284,90,True
8767,M,27,0,324,58,False
8768,M,34,0,309,79,True
8769,F,34,0,264,76,False
8770,M,30,0,297,83,True
8771,F,27,0,265,58,False
8772,F,39,1,263,72,True
8773,M,39,0,294,81,False
8774,M,28,0,315,85,True
8775,M,43,0,290,65,False
8776,F,27,1,271,81,True
8777,F,20,0,286,70,False
8778,F,27,1,280,84,True
8779,M,26,0,290,95,False
8780,F,7,1,216,78,True
8781,F,22,0,302,68,False
8782,M,9,0,231,72,True
8783,F,32,0,275,81,False
8784,F,44,1,274,88,True
8785,F,33,0,274,74,False
8786,M,46,0,311,70,True
8787,F,28,0,271,105,False
8788,M,11,0,242,90,True
8789,M,24,0,317,94,False
8790,F,49,1,285,67,True
8791,M,6,0,202,70,False
8792,M,52,0,321,67,True
8793,M,24,0,319,67,False
8794,F,21,1,280,74,True
8795,F,11,0,256,80,False
8796,F,46,0,283,69,True
8797,M,47,0,314,65,False
8798,F,48,1,271,81,True
8799,F,36,0,291,76,False
8800,F,39,1,278,68,True
8801,M,38,0,311,69,False
8802,F,40,1,291,79,True
8803,M,32,0,320,75,False
8804,F,32,1,272,81,True
8805,M,12,0,309,93,False
8806,F,35,1,274,69,True
8807,F,8,0,220,57,False
8808,F,41,0,278,71,True
8809,M,51,0,284,84,False
8810,M,33,0,285,68,True
8811,F,25,0,275,75,False
8812,M,25,0,327,71,True
8813,M,25,0,304,72,False
8814,F,-,1,267,75,True
8815,F,6,0,204,91,False
8816,M,5,0,200,80,True
8817,M,-,0,224,88,False
8818,M,51,0,308,73,True
8819,F,37,0,266,67,False
8820,M,31,0,333,79,True
8821,M,38,0,299,70,False
8822,F,8,0,230,110,True
8823,M,40,0,317,64,False
8824,M,6,0,196,102,True
8825,F,48,0,276,67,False
8826,M,22,0,292,68,True
8827,F,65,0,291,77,False
8828,M,65,0,309,82,True
8829,F,64,0,278,81,False
8830,M,68,0,307,73,True
8831,F,22,0,275,93,False
8832,F,23,1,268,87,True
8833,F,22,0,0,0,False
8834,M,31,0,284,93,True
8835,M,49,0,296,70,False
8836,M,-,0,296,54,True
8837,M,26,0,293,64,False
8838,F,33,0,283,94,True
8839,F,29,0,304,78,False
8840,M,9,0,256,83,True
8841,F,45,0,293,77,False
8842,M,46,0,318,70,True
8843,M,56,0,313,77,False
8844,F,51,1,291,114,True
8845,M,17,0,313,85,False
8846,M,10,0,247,97,True
8847,M,10,0,232,77,False
8848,F,23,1,265,79,True
8849,M,20,0,312,78,False
8850,F,21,1,263,89,True
8851,M,27,0,343,72,False
8852,M,41,0,292,65,True
8853,M,44,0,306,68,False
8854,M,40,0,308,70,True
8855,M,24,0,312,80,False
8856,F,24,1,258,90,True
8857,M,65,0,297,68,False
8858,F,22,1,262,78,True
8859,M,22,0,311,68,False
8860,F,48,1,279,76,True
8861,M,49,0,302,65,False
8862,F,28,0,308,64,True
8863,M,27,0,319,72,False
8864,M,36,0,299,71,True
8865,M,11,0,245,72,False
8866,M,11,0,246,70,True
8867,F,11,0,256,60,False
8868,F,11,0,0,0,True
8869,M,27,0,310,89,False
8870,F,35,1,285,81,True
8871,M,30,0,297,82,False
8872,F,27,1,296,69,True
8873,F,51,0,307,59,False
8874,M,53,0,299,79,True
8875,F,10,0,255,74,False
8876,M,10,0,238,72,True
8877,F,11,0,0,0,False
8878,F,-,1,282,71,True
8879,M,11,0,252,64,False
8880,M,11,0,0,0,True
8881,M,-,0,212,70,False
8882,M,52,0,288,70,True
8883,F,47,0,274,72,False
8884,F,33,0,317,76,True
8885,M,35,0,333,75,False
8886,M,19,0,302,82,True
8887,M,40,0,337,78,False
8888,F,12,1,255,68,True
8889,F,12,0,253,62,False
8890,F,12,1,283,63,True
8891,F,12,0,0,57,False
8892,M,12,0,242,59,True
8893,F,29,0,287,83,False
8894,M,45,0,295,73,True
8895,F,35,0,291,64,False
8896,F,11,0,0,0,True
8897,F,11,0,264,68,False
8898,F,11,1,272,76,True
8899,M,-,0,303,59,False
8900,M,11,0,277,51,True
8901,M,27,0,301,67,False
8902,M,4,0,179,57,True
8903,M,23,0,306,59,False
8904,M,31,0,0,0,True
8905,M,30,0,309,82,False
8906,F,25,0,262,93,True
8907,F,11,0,278,78,False
8908,F,11,1,235,66,True
8909,F,12,0,272,52,False
8910,F,12,1,258,66,True
8911,M,12,0,246,63,False
8912,M,12,0,298,59,True
8913,F,12,0,244,41,False
8914,M,12,0,263,80,True
8915,M,12,0,0,0,False
8916,M,23,0,297,74,True
8917,F,25,0,268,69,False
8918,F,11,1,277,59,True
8919,F,12,0,273,73,False
8920,M,11,0,267,79,True
8921,F,12,0,265,60,False
8922,F,41,0,277,71,True
8923,F,22,0,290,71,False
8924,M,22,0,298,66,True
8925,F,11,0,247,63,False
8926,M,26,0,320,69,True
8927,M,55,0,326,63,False
8928,M,24,0,313,81,True
8929,M,24,0,290,79,False
8930,F,23,0,285,57,True
8931,F,12,0,251,72,False
8932,F,12,1,275,64,True
8933,M,41,0,299,51,False
8934,F,-,1,279,71,True
8935,M,22,0,323,72,False
8936,F,22,0,288,67,True
8937,M,24,0,327,51,False
8938,F,24,0,278,82,True
8939,F,21,0,284,77,False
8940,M,22,0,313,67,True
8941,F,21,0,287,67,False
8942,F,31,0,291,63,True
8943,M,31,0,301,76,False
8944,M,34,0,289,60,True
8945,M,8,0,250,59,False
8946,F,21,1,282,64,True
8947,M,21,0,299,65,False
8948,M,20,0,309,84,True
8949,F,25,0,276,69,False
8950,F,47,1,258,72,True
8951,M,22,0,317,75,False
8952,F,27,1,264,63,True
8953,F,20,0,288,70,False
8954,M,66,0,310,87,True
8955,M,13,0,276,80,False
8956,M,14,0,277,75,True
8957,M,14,0,280,95,False
8958,M,14,0,285,82,True
8959,M,14,0,290,73,False
8960,F,11,1,252,80,True
8961,M,11,0,257,80,False
8962,F,11,0,243,77,True
8963,M,10,0,240,78,False
8964,M,10,0,252,70,True
8965,M,11,0,243,115,False
8966,F,11,0,245,40,True
8967,F,11,0,265,64,False
8968,F,32,0,293,58,True
8969,F,45,0,259,92,False
8970,M,11,0,0,66,True
8971,M,11,0,241,83,False
8972,F,11,0,228,64,True
8973,F,11,0,261,53,False
8974,F,11,0,250,67,True
8975,M,11,0,262,93,False
8976,F,45,0,267,73,True
8977,F,44,0,275,80,False
8978,F,48,0,283,66,True
8979,F,47,0,288,72,False
8980,F,38,0,281,58,True
8981,F,24,0,280,95,False
8982,M,12,0,249,89,True
8983,M,42,0,303,90,False
8984,F,10,0,248,89,True
8985,M,-,0,236,81,False
8986,F,10,1,236,71,True
8987,M,9,0,242,92,False
8988,F,9,0,0,0,True
8989,F,10,0,249,61,False
8990,M,9,0,217,112,True
8991,F,10,0,248,73,False
8992,M,9,0,224,77,True
8993,F,10,0,238,86,False
8994,M,9,0,238,82,True
8995,F,10,0,235,78,False
8996,F,10,1,249,100,True
8997,F,10,0,224,74,False
8998,M,-,0,289,72,True
8999,M,40,0,308,61,False
9000,F,11,1,275,81,True
9001,F,12,0,271,61,False
9002,M,12,0,0,0,True
9003,M,12,0,250,93,False
9004,M,29,0,327,79,True
9005,F,26,0,292,97,False
9006,F,12,0,266,70,True
9007,M,12,0,289,103,False
9008,F,11,0,253,55,True
9009,M,12,0,261,89,False
9010,M,11,0,245,64,True
9011,M,11,0,256,89,False
9012,F,41,1,286,83,True
9013,M,56,0,299,81,False
9014,M,61,0,294,93,True
9015,M,11,0,301,56,False
9016,F,11,0,242,80,True
9017,M,12,0,246,57,False
9018,M,11,0,254,87,True
9019,F,11,0,269,45,False
9020,F,11,1,250,67,True
9021,F,41,0,281,86,False
9022,M,69,0,308,83,True
9023,F,65,0,247,83,False
9024,F,59,0,290,63,True
9025,F,28,0,303,106,False
9026,F,30,0,280,74,True
9027,F,63,0,274,100,False
9028,F,30,0,297,65,True
9029,F,47,0,292,73,False
9030,M,16,0,312,73,True
9031,M,9,0,255,41,False
9032,F,11,1,256,58,True
9033,M,11,0,248,68,False
9034,F,11,0,252,79,True
9035,M,31,0,327,82,False
9036,F,31,0,285,85,True
9037,M,11,0,267,56,False
9038,M,11,0,243,73,True
9039,M,11,0,243,59,False
9040,F,11,0,256,62,True
9041,M,11,0,249,72,False
9042,F,10,1,252,139,True
9043,F,11,0,259,57,False
9044,M,11,0,0,0,True
9045,M,6,0,213,84,False
9046,M,10,0,238,91,True
9047,M,15,0,298,89,False
9048,M,28,0,304,69,True
9049,M,43,0,292,81,False
9050,M,36,0,278,78,True
9051,F,43,0,281,109,False
9052,M,36,0,320,88,True
9053,M,34,0,310,76,False
9054,F,18,0,293,98,True
9055,M,27,0,316,73,False
9056,M,44,0,300,88,True
9057,M,10,0,237,74,False
9058,F,43,0,275,88,True
9059,M,3,0,187,82,False
9060,F,25,0,281,85,True
9061,M,28,0,304,85,False
9062,F,23,1,289,77,True
